event_id,lat,lon,dt,frp,event_n
2022-07-04_16,48.49313,38.26817,2022-07-04 09:30:00+00:00,7.8,3
2022-07-04_17,48.51156,38.25576,2022-07-04 10:20:00+00:00,109.25,6
2022-07-04_18,48.50858,38.21319,2022-07-04 09:30:00+00:00,7.36,2
2022-07-04_19,48.54718,38.04806,2022-07-04 10:20:00+00:00,5.28,3
2022-07-04_2,45.34476,47.4506,2022-07-04 08:39:00+00:00,18.25,26
2022-07-04_20,48.61706,38.15442,2022-07-04 10:20:00+00:00,5.01,2
2022-07-04_21,48.6082,37.94953,2022-07-04 10:20:00+00:00,5.81,2
2022-07-04_22,48.8033,38.71529,2022-07-04 09:30:00+00:00,6.24,7
2022-07-04_23,48.82808,38.25896,2022-07-04 10:20:00+00:00,12.92,2
2022-07-04_24,47.29868,33.23872,2022-07-04 09:30:00+00:00,5.48,14
2022-07-04_25,47.17934,33.10566,2022-07-04 10:20:00+00:00,5.01,8
2022-07-04_26,47.24148,33.20475,2022-07-04 10:20:00+00:00,7.52,3
2022-07-04_27,47.8152,36.56889,2022-07-04 10:20:00+00:00,9.75,4
2022-07-04_28,47.23499,33.05614,2022-07-04 09:30:00+00:00,128.06,11
2022-07-04_29,46.6227,32.23074,2022-07-04 10:20:00+00:00,7.28,2
2022-07-04_3,43.22596,45.88253,2022-07-04 08:39:00+00:00,11.74,4
2022-07-04_30,46.72833,41.49281,2022-07-04 10:20:00+00:00,16.16,2
2022-07-04_31,47.24377,33.07961,2022-07-04 10:20:00+00:00,7.19,9
2022-07-04_32,47.12896,33.21611,2022-07-04 10:20:00+00:00,6.58,3
2022-07-04_33,48.07951,37.80193,2022-07-04 09:30:00+00:00,10.73,2
2022-07-04_34,47.38573,33.26852,2022-07-04 10:20:00+00:00,22.91,6
2022-07-04_35,47.4583,33.62875,2022-07-04 10:20:00+00:00,13.46,2
2022-07-04_36,47.44688,33.46584,2022-07-04 10:20:00+00:00,14.21,7
2022-07-04_37,47.41698,33.24791,2022-07-04 09:30:00+00:00,41.28,10
2022-07-04_38,47.45023,33.36963,2022-07-04 10:20:00+00:00,9.64,2
2022-07-04_39,49.13148,37.51663,2022-07-04 10:21:00+00:00,26.73,3
2022-07-04_4,46.16934,42.51027,2022-07-04 08:40:00+00:00,189.93,6
2022-07-04_40,49.15725,37.60303,2022-07-04 10:21:00+00:00,22.05,3
2022-07-04_41,49.15516,37.43058,2022-07-04 09:30:00+00:00,6.05,6
2022-07-04_42,49.2348,36.76537,2022-07-04 09:30:00+00:00,7.54,7
2022-07-04_43,49.30073,37.13109,2022-07-04 09:30:00+00:00,9.44,9
2022-07-04_44,47.83671,23.73126,2022-07-04 10:21:00+00:00,6.97,7
2022-07-04_45,46.57531,18.85378,2022-07-04 10:21:00+00:00,6.73,2
2022-07-04_46,47.30879,20.48571,2022-07-04 10:21:00+00:00,7.74,3
2022-07-04_47,51.83807,35.2576,2022-07-04 09:31:00+00:00,17.48,3
2022-07-04_48,51.23763,30.81911,2022-07-04 10:21:00+00:00,5.72,2
2022-07-04_49,51.49958,32.09186,2022-07-04 09:31:00+00:00,5.01,3
2022-07-04_5,53.04789,36.7874,2022-07-04 08:42:00+00:00,8.14,5
2022-07-04_50,51.39342,29.45476,2022-07-04 10:22:00+00:00,10.07,5
2022-07-04_51,52.76429,31.83624,2022-07-04 09:32:00+00:00,19.14,4
2022-07-04_52,54.56303,33.16666,2022-07-04 10:22:00+00:00,24.12,6
2022-07-04_53,55.585,37.35617,2022-07-04 10:22:00+00:00,13.26,2
2022-07-04_54,67.34344,22.72771,2022-07-04 09:36:00+00:00,9.83,9
2022-07-04_55,37.43663,14.3765,2022-07-04 11:09:00+00:00,5.67,13
2022-07-04_56,38.49059,22.41822,2022-07-04 11:08:00+00:00,74.02,18
2022-07-04_57,36.33894,7.77707,2022-07-04 11:59:00+00:00,10.35,3
2022-07-04_58,38.14189,15.68459,2022-07-04 11:59:00+00:00,5.69,2
2022-07-04_59,39.00816,17.1207,2022-07-04 11:59:00+00:00,16.55,3
2022-07-04_6,58.44779,42.95661,2022-07-04 07:53:00+00:00,6.52,5
2022-07-04_60,39.13605,17.07314,2022-07-04 11:09:00+00:00,51.87,8
2022-07-04_61,39.19421,17.02021,2022-07-04 11:09:00+00:00,6.25,3
2022-07-04_62,39.21951,17.06151,2022-07-04 11:09:00+00:00,165.62,20
2022-07-04_63,39.37284,-2.02853,2022-07-04 12:00:00+00:00,12.8,3
2022-07-04_64,43.56532,23.18697,2022-07-04 12:00:00+00:00,8.67,2
2022-07-04_65,41.912,12.42703,2022-07-04 12:00:00+00:00,41.46,7
2022-07-04_66,41.1872,15.72083,2022-07-04 11:10:00+00:00,23.6,3
2022-07-04_67,41.13229,15.54376,2022-07-04 12:00:00+00:00,76.07,2
2022-07-04_68,40.97441,15.84514,2022-07-04 11:09:00+00:00,5.58,12
2022-07-04_69,40.98181,16.17868,2022-07-04 11:09:00+00:00,119.41,13
2022-07-04_7,56.83344,36.1182,2022-07-04 08:43:00+00:00,5.26,2
2022-07-04_70,40.00797,-4.33591,2022-07-04 12:01:00+00:00,43.71,5
2022-07-04_71,50.35104,20.00901,2022-07-04 12:02:00+00:00,5.22,2
2022-07-04_72,49.90044,23.88197,2022-07-04 11:11:00+00:00,7.26,4
2022-07-04_73,52.97446,7.07664,2022-07-04 12:03:00+00:00,9.89,8
2022-07-04_74,51.75666,4.20403,2022-07-04 12:03:00+00:00,24.92,3
2022-07-04_75,39.42929,-1.42944,2022-07-04 13:40:00+00:00,88.79,6
2022-07-04_76,38.45853,-5.66371,2022-07-04 12:50:00+00:00,191.03,3
2022-07-04_77,39.55271,-3.17142,2022-07-04 13:41:00+00:00,25.06,2
2022-07-04_78,40.75463,-3.50428,2022-07-04 13:41:00+00:00,80.7,4
2022-07-04_79,48.83481,0.71332,2022-07-04 13:43:00+00:00,7.9,2
2022-07-04_8,63.1461,30.29281,2022-07-04 08:45:00+00:00,21.75,8
2022-07-04_80,52.48877,4.61532,2022-07-04 13:44:00+00:00,7.66,2
2022-07-04_81,36.12955,37.74212,2022-07-04 09:27:00+00:00,7.97,2
2022-07-04_82,37.12901,40.47536,2022-07-04 09:27:00+00:00,12.24,4
2022-07-04_83,37.03318,39.68282,2022-07-04 09:27:00+00:00,13.93,3
2022-07-04_84,37.23383,40.13652,2022-07-04 09:27:00+00:00,10.46,2
2022-07-04_85,37.15209,39.66442,2022-07-04 09:27:00+00:00,31.91,2
2022-07-04_86,37.29055,39.51059,2022-07-04 09:27:00+00:00,12.43,7
2022-07-04_87,37.7179,39.32213,2022-07-04 09:27:00+00:00,8.6,2
2022-07-04_88,40.23148,44.38486,2022-07-04 09:28:00+00:00,42.93,4
2022-07-04_89,45.69291,41.06235,2022-07-04 09:29:00+00:00,12.45,2
2022-07-04_9,38.26566,27.28383,2022-07-04 10:18:00+00:00,32.9,2
2022-07-04_90,47.20378,37.68454,2022-07-04 09:30:00+00:00,9.81,2
2022-07-04_91,46.20903,34.16936,2022-07-04 09:30:00+00:00,6.99,2
2022-07-04_92,47.98413,37.40329,2022-07-04 09:30:00+00:00,5.85,2
2022-07-04_93,48.42675,38.33666,2022-07-04 09:30:00+00:00,21.38,2
2022-07-04_94,48.52511,38.06521,2022-07-04 09:30:00+00:00,16.53,6
2022-07-04_95,47.13962,33.10199,2022-07-04 09:30:00+00:00,21.17,14
2022-07-04_96,47.09825,32.85458,2022-07-04 09:30:00+00:00,25.13,3
2022-07-04_97,47.36353,33.48907,2022-07-04 09:30:00+00:00,10.62,2
2022-07-04_98,48.79316,38.20559,2022-07-04 09:30:00+00:00,89.66,2
2022-07-04_99,48.8388,38.2311,2022-07-04 09:30:00+00:00,13.77,4
2022-07-05_0,44.86543,47.21038,2022-07-05 08:20:00+00:00,18.1,62
2022-07-05_1,45.3261,47.45585,2022-07-05 08:20:00+00:00,24.47,10
2022-07-05_10,46.95502,33.24553,2022-07-05 09:12:00+00:00,133.17,12
2022-07-05_100,59.42684,30.35164,2022-07-05 09:15:00+00:00,8.23,2
2022-07-05_101,36.44027,43.00794,2022-07-05 10:48:00+00:00,9.1,2
2022-07-05_102,36.65251,43.59961,2022-07-05 10:48:00+00:00,22.07,3
2022-07-05_103,40.25602,26.57135,2022-07-05 10:50:00+00:00,10.2,4
2022-07-05_104,37.78901,15.14432,2022-07-05 10:50:00+00:00,6.67,3
2022-07-05_105,39.51684,16.31233,2022-07-05 10:50:00+00:00,14.29,2
2022-07-05_106,46.7137,32.08713,2022-07-05 10:51:00+00:00,6.79,2
2022-07-05_107,45.01849,47.26911,2022-07-05 10:51:00+00:00,17.02,4
2022-07-05_108,43.24779,26.03595,2022-07-05 10:51:00+00:00,12.4,6
2022-07-05_109,41.15641,15.87124,2022-07-05 10:51:00+00:00,7.45,3
2022-07-05_11,47.58747,36.32806,2022-07-05 09:11:00+00:00,7.7,12
2022-07-05_110,45.27778,38.0251,2022-07-05 10:51:00+00:00,8.34,2
2022-07-05_111,45.36397,37.78237,2022-07-05 10:51:00+00:00,10.71,2
2022-07-05_112,41.42924,15.33151,2022-07-05 10:51:00+00:00,11.97,2
2022-07-05_113,44.88554,23.19258,2022-07-05 10:51:00+00:00,12.6,2
2022-07-05_114,47.25381,33.10331,2022-07-05 10:52:00+00:00,9.84,3
2022-07-05_115,47.37441,33.50966,2022-07-05 10:52:00+00:00,21.54,2
2022-07-05_116,48.12424,37.76723,2022-07-05 10:52:00+00:00,8.96,4
2022-07-05_117,48.45752,38.24853,2022-07-05 10:52:00+00:00,23.67,2
2022-07-05_118,48.52479,38.01941,2022-07-05 10:52:00+00:00,5.19,2
2022-07-05_119,46.01579,20.98072,2022-07-05 10:52:00+00:00,18.24,2
2022-07-05_12,47.41642,35.44371,2022-07-05 10:01:00+00:00,32.77,4
2022-07-05_120,49.15535,37.40114,2022-07-05 10:52:00+00:00,11.22,5
2022-07-05_121,47.12985,21.48134,2022-07-05 10:52:00+00:00,9.48,2
2022-07-05_122,47.84178,23.73475,2022-07-05 10:52:00+00:00,5.93,2
2022-07-05_123,51.9314,14.22367,2022-07-05 10:54:00+00:00,6.14,3
2022-07-05_124,50.89816,10.19673,2022-07-05 10:54:00+00:00,15.28,2
2022-07-05_125,37.50127,13.45066,2022-07-05 12:30:00+00:00,24.01,11
2022-07-05_126,37.86176,13.51021,2022-07-05 12:30:00+00:00,18.15,3
2022-07-05_127,38.14098,15.69289,2022-07-05 12:30:00+00:00,10.85,2
2022-07-05_128,40.42715,17.93988,2022-07-05 12:31:00+00:00,6.3,2
2022-07-05_129,37.91426,-1.30896,2022-07-05 12:31:00+00:00,7.33,2
2022-07-05_13,46.6142,31.8033,2022-07-05 10:01:00+00:00,9.09,12
2022-07-05_130,40.52588,17.9283,2022-07-05 12:31:00+00:00,11.21,2
2022-07-05_131,41.19737,15.79329,2022-07-05 12:31:00+00:00,62.47,3
2022-07-05_132,41.30274,15.57653,2022-07-05 12:31:00+00:00,12.76,5
2022-07-05_133,41.70073,12.43166,2022-07-05 12:31:00+00:00,30.66,2
2022-07-05_134,43.90527,21.43111,2022-07-05 12:32:00+00:00,9.06,2
2022-07-05_14,47.97423,38.57882,2022-07-05 10:01:00+00:00,5.26,3
2022-07-05_15,47.39814,35.62144,2022-07-05 10:01:00+00:00,78.6,3
2022-07-05_16,47.96327,38.5807,2022-07-05 10:01:00+00:00,5.46,7
2022-07-05_17,47.29043,35.62249,2022-07-05 10:01:00+00:00,6.12,3
2022-07-05_18,46.68893,31.99169,2022-07-05 10:01:00+00:00,10.27,7
2022-07-05_19,48.03369,37.7586,2022-07-05 10:01:00+00:00,14.11,3
2022-07-05_2,45.34515,47.4439,2022-07-05 08:20:00+00:00,6.39,5
2022-07-05_20,46.94096,32.5321,2022-07-05 10:01:00+00:00,6.8,6
2022-07-05_21,47.6142,35.50809,2022-07-05 10:01:00+00:00,9.44,2
2022-07-05_22,48.06504,37.59476,2022-07-05 09:11:00+00:00,5.64,5
2022-07-05_23,47.1771,33.09988,2022-07-05 10:01:00+00:00,10.87,2
2022-07-05_24,47.16516,32.98386,2022-07-05 10:01:00+00:00,8.0,2
2022-07-05_25,48.3871,38.88021,2022-07-05 10:01:00+00:00,7.72,2
2022-07-05_26,47.39152,33.87437,2022-07-05 09:12:00+00:00,5.74,4
2022-07-05_27,47.40307,33.86479,2022-07-05 10:01:00+00:00,7.09,3
2022-07-05_28,47.10516,32.52146,2022-07-05 10:01:00+00:00,10.55,2
2022-07-05_29,47.33764,33.24593,2022-07-05 09:12:00+00:00,9.76,3
2022-07-05_3,56.36735,42.96526,2022-07-05 08:23:00+00:00,7.19,3
2022-07-05_30,47.4324,33.3826,2022-07-05 10:01:00+00:00,13.2,3
2022-07-05_31,49.17305,37.35474,2022-07-05 10:02:00+00:00,10.87,2
2022-07-05_32,48.82822,38.08109,2022-07-05 10:02:00+00:00,7.18,2
2022-07-05_33,49.20711,37.3083,2022-07-05 10:02:00+00:00,9.38,3
2022-07-05_34,48.29216,31.83332,2022-07-05 10:02:00+00:00,8.63,2
2022-07-05_35,49.27239,34.83714,2022-07-05 10:02:00+00:00,5.91,5
2022-07-05_36,51.48262,46.75832,2022-07-05 09:12:00+00:00,6.32,2
2022-07-05_37,50.27938,31.61698,2022-07-05 10:02:00+00:00,5.62,3
2022-07-05_38,48.71854,38.1864,2022-07-05 10:02:00+00:00,12.46,6
2022-07-05_39,48.50921,38.23471,2022-07-05 10:02:00+00:00,6.57,4
2022-07-05_4,37.34255,39.5197,2022-07-05 09:58:00+00:00,31.25,3
2022-07-05_40,45.87431,27.15309,2022-07-05 10:02:00+00:00,14.21,3
2022-07-05_41,49.12864,37.72177,2022-07-05 10:02:00+00:00,5.42,2
2022-07-05_42,49.12536,37.55982,2022-07-05 09:12:00+00:00,5.11,4
2022-07-05_43,49.11865,37.43186,2022-07-05 10:02:00+00:00,10.49,2
2022-07-05_44,65.22869,28.11986,2022-07-05 10:06:00+00:00,19.13,2
2022-07-05_45,38.13103,23.23885,2022-07-05 10:50:00+00:00,99.28,38
2022-07-05_46,37.76478,22.94884,2022-07-05 11:40:00+00:00,12.41,4
2022-07-05_47,37.97153,15.75755,2022-07-05 10:50:00+00:00,5.29,7
2022-07-05_48,37.45777,13.37796,2022-07-05 11:40:00+00:00,5.01,3
2022-07-05_49,37.64459,14.97088,2022-07-05 10:50:00+00:00,15.88,5
2022-07-05_5,38.6076,39.382,2022-07-05 09:09:00+00:00,12.27,4
2022-07-05_50,37.61428,14.91838,2022-07-05 11:40:00+00:00,11.82,2
2022-07-05_51,37.41662,14.37839,2022-07-05 11:40:00+00:00,13.42,3
2022-07-05_52,37.31073,14.09595,2022-07-05 10:50:00+00:00,11.88,5
2022-07-05_53,37.23066,14.02549,2022-07-05 11:40:00+00:00,16.1,3
2022-07-05_54,38.4894,22.43074,2022-07-05 10:50:00+00:00,11.99,8
2022-07-05_55,40.06791,18.26353,2022-07-05 10:50:00+00:00,12.48,10
2022-07-05_56,39.59376,16.37776,2022-07-05 11:40:00+00:00,8.15,3
2022-07-05_57,41.51242,19.76012,2022-07-05 11:41:00+00:00,9.52,2
2022-07-05_58,41.85958,26.50353,2022-07-05 11:41:00+00:00,10.69,2
2022-07-05_59,43.19511,17.85682,2022-07-05 10:51:00+00:00,6.37,12
2022-07-05_6,39.64621,47.3715,2022-07-05 09:08:00+00:00,11.5,2
2022-07-05_60,44.02676,23.28268,2022-07-05 10:51:00+00:00,5.88,3
2022-07-05_61,44.57177,26.94115,2022-07-05 11:41:00+00:00,87.0,4
2022-07-05_62,41.73541,13.75916,2022-07-05 11:41:00+00:00,17.02,6
2022-07-05_63,42.08581,12.56031,2022-07-05 10:51:00+00:00,8.98,5
2022-07-05_64,44.4585,22.88924,2022-07-05 10:51:00+00:00,14.46,9
2022-07-05_65,45.63243,28.48994,2022-07-05 10:51:00+00:00,9.45,2
2022-07-05_66,46.13319,28.18497,2022-07-05 10:51:00+00:00,7.98,3
2022-07-05_67,45.67707,21.31859,2022-07-05 11:42:00+00:00,7.61,2
2022-07-05_68,46.591,33.59773,2022-07-05 11:42:00+00:00,5.01,3
2022-07-05_69,46.6118,33.86611,2022-07-05 11:42:00+00:00,19.7,4
2022-07-05_7,44.97125,47.22334,2022-07-05 09:10:00+00:00,12.43,5
2022-07-05_70,46.66234,31.64221,2022-07-05 11:42:00+00:00,49.63,5
2022-07-05_71,47.1842,33.04118,2022-07-05 10:52:00+00:00,5.62,3
2022-07-05_72,47.28159,33.08644,2022-07-05 11:42:00+00:00,11.1,2
2022-07-05_73,46.77973,20.00825,2022-07-05 11:42:00+00:00,12.35,2
2022-07-05_74,47.22167,21.45747,2022-07-05 11:42:00+00:00,18.68,3
2022-07-05_75,48.21669,36.17305,2022-07-05 10:52:00+00:00,6.58,3
2022-07-05_76,47.67561,21.73031,2022-07-05 11:42:00+00:00,11.71,8
2022-07-05_77,48.42055,34.34494,2022-07-05 10:52:00+00:00,5.9,2
2022-07-05_78,49.90126,23.88281,2022-07-05 10:53:00+00:00,8.52,4
2022-07-05_79,52.19308,32.37744,2022-07-05 11:44:00+00:00,13.42,3
2022-07-05_8,43.63238,45.16705,2022-07-05 09:10:00+00:00,15.45,3
2022-07-05_80,40.65392,-2.77247,2022-07-05 13:22:00+00:00,39.4,19
2022-07-05_81,40.22555,-3.00215,2022-07-05 12:32:00+00:00,88.5,44
2022-07-05_82,41.49287,-3.69844,2022-07-05 13:22:00+00:00,7.13,9
2022-07-05_83,48.32093,-1.80723,2022-07-05 13:24:00+00:00,5.95,2
2022-07-05_84,51.31874,-0.66602,2022-07-05 12:34:00+00:00,10.7,17
2022-07-05_85,36.84068,42.01672,2022-07-05 09:08:00+00:00,11.31,2
2022-07-05_86,37.10241,39.58603,2022-07-05 09:08:00+00:00,9.4,2
2022-07-05_87,37.28152,39.53736,2022-07-05 09:08:00+00:00,32.17,2
2022-07-05_88,37.39357,39.50805,2022-07-05 09:08:00+00:00,37.13,2
2022-07-05_89,37.43871,39.5259,2022-07-05 09:08:00+00:00,13.99,3
2022-07-05_9,48.22756,39.64822,2022-07-05 09:11:00+00:00,6.74,13
2022-07-05_90,43.54036,43.86472,2022-07-05 09:10:00+00:00,5.26,2
2022-07-05_91,48.46884,38.22699,2022-07-05 09:11:00+00:00,25.35,2
2022-07-05_92,48.51209,38.30766,2022-07-05 09:11:00+00:00,14.65,3
2022-07-05_93,48.52394,38.24507,2022-07-05 09:11:00+00:00,7.39,3
2022-07-05_94,48.52477,38.13248,2022-07-05 09:12:00+00:00,5.91,3
2022-07-05_95,48.5492,38.1713,2022-07-05 09:12:00+00:00,10.52,3
2022-07-05_96,48.80433,38.14009,2022-07-05 09:12:00+00:00,7.97,4
2022-07-05_97,48.96919,38.54485,2022-07-05 09:12:00+00:00,8.51,2
2022-07-05_98,49.01804,38.21405,2022-07-05 09:12:00+00:00,6.42,2
2022-07-05_99,49.26482,37.10191,2022-07-05 09:12:00+00:00,6.32,3
2022-07-06_0,37.28186,43.13189,2022-07-06 09:39:00+00:00,5.13,2
2022-07-06_1,37.69,39.39244,2022-07-06 09:40:00+00:00,26.79,2
2022-07-06_10,44.88412,47.12503,2022-07-06 08:51:00+00:00,6.21,151
2022-07-06_100,37.60856,14.94917,2022-07-06 11:21:00+00:00,10.41,9
2022-07-06_101,37.61166,14.92021,2022-07-06 11:21:00+00:00,14.62,4
2022-07-06_102,37.35744,13.59768,2022-07-06 11:21:00+00:00,13.78,3
2022-07-06_103,37.56789,13.14354,2022-07-06 11:21:00+00:00,7.77,16
2022-07-06_104,38.4245,16.11098,2022-07-06 11:21:00+00:00,5.72,3
2022-07-06_105,44.96338,37.81673,2022-07-06 10:32:00+00:00,8.32,4
2022-07-06_106,41.26326,13.60717,2022-07-06 11:22:00+00:00,15.4,2
2022-07-06_107,41.24998,13.96083,2022-07-06 11:22:00+00:00,5.85,2
2022-07-06_108,43.29609,25.55272,2022-07-06 10:32:00+00:00,23.84,12
2022-07-06_109,41.41457,15.87663,2022-07-06 11:22:00+00:00,5.22,2
2022-07-06_11,44.86352,47.19346,2022-07-06 08:51:00+00:00,11.27,4
2022-07-06_110,41.39372,15.8796,2022-07-06 11:22:00+00:00,6.77,2
2022-07-06_111,41.31532,15.54803,2022-07-06 11:22:00+00:00,22.43,3
2022-07-06_112,40.61224,16.1649,2022-07-06 11:22:00+00:00,19.28,4
2022-07-06_113,42.33534,26.57405,2022-07-06 10:32:00+00:00,25.48,3
2022-07-06_114,40.53988,16.7835,2022-07-06 11:22:00+00:00,6.21,3
2022-07-06_115,41.93858,26.32169,2022-07-06 10:32:00+00:00,6.75,3
2022-07-06_116,40.06985,18.27242,2022-07-06 10:32:00+00:00,5.35,2
2022-07-06_117,47.24103,32.94473,2022-07-06 10:33:00+00:00,5.2,2
2022-07-06_118,44.81665,27.97906,2022-07-06 11:23:00+00:00,28.55,3
2022-07-06_119,47.75984,37.10175,2022-07-06 11:23:00+00:00,17.46,5
2022-07-06_12,44.70281,43.56667,2022-07-06 08:51:00+00:00,14.28,21
2022-07-06_120,47.59232,33.50669,2022-07-06 11:23:00+00:00,12.3,2
2022-07-06_121,47.57929,33.57353,2022-07-06 11:23:00+00:00,9.74,18
2022-07-06_122,47.56215,33.60577,2022-07-06 10:33:00+00:00,10.71,2
2022-07-06_123,47.23735,32.96367,2022-07-06 11:23:00+00:00,15.96,3
2022-07-06_124,43.71019,10.57501,2022-07-06 11:23:00+00:00,16.45,5
2022-07-06_125,44.69336,15.18885,2022-07-06 11:23:00+00:00,5.81,6
2022-07-06_126,46.67109,32.19665,2022-07-06 11:23:00+00:00,11.77,2
2022-07-06_127,46.6498,32.54287,2022-07-06 11:23:00+00:00,7.53,3
2022-07-06_128,44.70988,12.1021,2022-07-06 11:23:00+00:00,6.79,2
2022-07-06_129,47.82352,36.84037,2022-07-06 11:23:00+00:00,10.01,2
2022-07-06_13,45.34935,47.42864,2022-07-06 08:51:00+00:00,5.13,11
2022-07-06_130,48.42986,38.08791,2022-07-06 11:23:00+00:00,5.86,3
2022-07-06_131,48.44925,38.25719,2022-07-06 11:23:00+00:00,7.29,2
2022-07-06_132,48.46133,38.16338,2022-07-06 10:33:00+00:00,14.18,5
2022-07-06_133,46.46618,31.89684,2022-07-06 10:33:00+00:00,6.9,3
2022-07-06_134,43.9896,16.28181,2022-07-06 10:33:00+00:00,7.34,6
2022-07-06_135,46.11969,39.16807,2022-07-06 11:23:00+00:00,10.18,2
2022-07-06_136,46.07948,39.36068,2022-07-06 10:32:00+00:00,120.27,6
2022-07-06_137,48.59177,38.05345,2022-07-06 08:53:00+00:00,19.58,5
2022-07-06_138,48.84891,37.39072,2022-07-06 11:24:00+00:00,6.28,2
2022-07-06_139,49.18976,37.14894,2022-07-06 11:24:00+00:00,6.8,3
2022-07-06_14,44.25729,41.91293,2022-07-06 09:41:00+00:00,7.34,2
2022-07-06_140,50.10017,36.44966,2022-07-06 11:24:00+00:00,14.02,2
2022-07-06_141,37.35618,14.02967,2022-07-06 12:11:00+00:00,10.61,3
2022-07-06_142,37.38036,13.53509,2022-07-06 12:11:00+00:00,11.63,3
2022-07-06_143,38.21873,15.47918,2022-07-06 13:02:00+00:00,9.29,2
2022-07-06_144,37.98647,15.74663,2022-07-06 13:02:00+00:00,21.57,3
2022-07-06_145,36.87093,14.70034,2022-07-06 12:11:00+00:00,18.91,5
2022-07-06_146,36.55387,6.34081,2022-07-06 13:02:00+00:00,46.81,4
2022-07-06_147,44.18956,4.76439,2022-07-06 12:14:00+00:00,28.37,2
2022-07-06_148,44.08631,4.11622,2022-07-06 13:04:00+00:00,10.88,2
2022-07-06_149,44.85225,47.21377,2022-07-06 08:51:00+00:00,6.33,2
2022-07-06_15,45.5484,37.95193,2022-07-06 09:42:00+00:00,45.82,9
2022-07-06_150,45.7323,40.92478,2022-07-06 08:52:00+00:00,7.24,2
2022-07-06_151,46.62148,41.9295,2022-07-06 08:52:00+00:00,50.96,2
2022-07-06_152,48.76579,46.26387,2022-07-06 08:52:00+00:00,15.19,5
2022-07-06_153,47.99155,37.41824,2022-07-06 08:53:00+00:00,10.13,2
2022-07-06_154,48.09496,38.35072,2022-07-06 08:53:00+00:00,5.77,2
2022-07-06_155,48.09743,37.50926,2022-07-06 08:53:00+00:00,9.13,2
2022-07-06_156,48.51513,38.10698,2022-07-06 08:53:00+00:00,14.32,2
2022-07-06_157,48.82624,38.36991,2022-07-06 08:53:00+00:00,10.31,2
2022-07-06_158,48.80997,38.09781,2022-07-06 08:53:00+00:00,40.39,4
2022-07-06_159,48.89898,38.15467,2022-07-06 08:53:00+00:00,10.18,3
2022-07-06_16,46.67019,41.82569,2022-07-06 08:52:00+00:00,18.58,3
2022-07-06_160,49.00985,37.56809,2022-07-06 08:53:00+00:00,9.7,2
2022-07-06_161,49.36152,37.10593,2022-07-06 08:53:00+00:00,9.0,3
2022-07-06_162,40.56733,16.89615,2022-07-06 10:32:00+00:00,23.03,3
2022-07-06_163,45.35642,40.14045,2022-07-06 10:32:00+00:00,6.92,2
2022-07-06_164,47.80094,41.77589,2022-07-06 10:33:00+00:00,12.23,3
2022-07-06_165,46.9985,32.58283,2022-07-06 10:33:00+00:00,5.67,2
2022-07-06_166,47.16632,32.81417,2022-07-06 10:33:00+00:00,104.83,3
2022-07-06_167,48.37588,38.94078,2022-07-06 10:33:00+00:00,9.38,2
2022-07-06_168,48.30183,37.66739,2022-07-06 10:33:00+00:00,6.96,2
2022-07-06_169,48.78481,38.05375,2022-07-06 10:33:00+00:00,17.13,2
2022-07-06_17,48.721,46.42925,2022-07-06 08:52:00+00:00,5.14,31
2022-07-06_170,48.96074,37.17036,2022-07-06 10:33:00+00:00,5.42,2
2022-07-06_171,49.38855,36.83495,2022-07-06 10:33:00+00:00,19.28,4
2022-07-06_172,49.29896,32.336,2022-07-06 10:33:00+00:00,12.5,2
2022-07-06_173,50.29976,36.90758,2022-07-06 10:33:00+00:00,6.13,3
2022-07-06_174,51.39534,29.4257,2022-07-06 10:34:00+00:00,8.83,10
2022-07-06_175,37.37894,14.63009,2022-07-06 12:11:00+00:00,10.37,2
2022-07-06_176,37.32182,13.58957,2022-07-06 12:11:00+00:00,8.04,2
2022-07-06_177,40.91633,26.10345,2022-07-06 12:12:00+00:00,18.65,4
2022-07-06_178,40.34917,16.72643,2022-07-06 12:12:00+00:00,13.39,3
2022-07-06_179,41.38304,-4.32568,2022-07-06 13:54:00+00:00,39.51,5
2022-07-06_18,48.9519,45.85638,2022-07-06 08:52:00+00:00,13.63,5
2022-07-06_19,48.69305,44.26434,2022-07-06 08:52:00+00:00,15.58,6
2022-07-06_2,36.81366,36.56409,2022-07-06 09:40:00+00:00,5.29,2
2022-07-06_20,45.61544,39.6668,2022-07-06 08:52:00+00:00,8.29,5
2022-07-06_21,46.0996,42.92245,2022-07-06 09:42:00+00:00,8.3,2
2022-07-06_22,46.04193,42.98599,2022-07-06 09:42:00+00:00,147.38,2
2022-07-06_23,44.89509,39.32474,2022-07-06 09:42:00+00:00,5.6,2
2022-07-06_24,46.13575,47.10522,2022-07-06 08:52:00+00:00,11.97,4
2022-07-06_25,48.72822,38.13117,2022-07-06 09:43:00+00:00,6.65,12
2022-07-06_26,48.75463,38.2079,2022-07-06 09:43:00+00:00,6.48,5
2022-07-06_27,48.68579,38.14449,2022-07-06 09:43:00+00:00,19.85,11
2022-07-06_28,51.12553,39.61126,2022-07-06 09:43:00+00:00,12.5,3
2022-07-06_29,48.87075,37.34864,2022-07-06 09:43:00+00:00,8.68,2
2022-07-06_3,37.38454,38.66005,2022-07-06 09:40:00+00:00,6.52,2
2022-07-06_30,49.09676,38.35,2022-07-06 08:53:00+00:00,17.31,3
